id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-1591,PFOS,not extracted,not extracted,single chemical,"After controlling for hormone levels, associations between PFAS exposure and asthma were consistently stronger among children with higher than lower estradiol, with odds ratios (OR) for asthma ranging from 1.25 for PFOS (95% Confidence Interval [CI]: 0.90, 1.72) to 4.01 for PFDA (95% CI: 1.46, 11.06) among boys and 1.25 for PFOS (95% CI: 0.84, 1.86) to 4.16 for PFNA (95% CI: 1.36, 12.73) among girls.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Interaction effects of polyfluoroalkyl substances and sex steroid hormones on asthma among children.,high,pending,
chem-1592,PFOS,not extracted,not extracted,single chemical,"Concentrations of perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorohexane sulfonate (PFHxS), and perfluorononanoate (PFNA) were measured in maternal serum collected during pregnancy.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal concentrations of Perfluoroalkyl substances and early communication development in British girls.,high,pending,
chem-1593,PFHxS,not extracted,not extracted,single chemical,"Concentrations of perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorohexane sulfonate (PFHxS), and perfluorononanoate (PFNA) were measured in maternal serum collected during pregnancy.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal concentrations of Perfluoroalkyl substances and early communication development in British girls.,high,pending,
chem-1594,PFOA,not extracted,not extracted,single chemical,"Concentrations of perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorohexane sulfonate (PFHxS), and perfluorononanoate (PFNA) were measured in maternal serum collected during pregnancy.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal concentrations of Perfluoroalkyl substances and early communication development in British girls.,high,pending,
chem-1595,PFHxS,not extracted,not extracted,single chemical,"Plasma concentrations of perfluoroheptanoic acid (PFHpA), perfluorohexane sulfonic acid (PFHxS) and perfluorononanoic acid (PFNA) were inversely associated with endometriosis-related infertility, but the associations were attenuated in the sensitivity analyses.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl substances and endometriosis-related infertility in Chinese women.,high,pending,
chem-1596,PFBS,not extracted,not extracted,single chemical,Plasma concentrations of perfluorobutane sulfonic acid (PFBS) were associated with an increased risk of endometriosis-related infertility (second vs.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl substances and endometriosis-related infertility in Chinese women.,high,pending,
chem-1597,PFOS,not extracted,not extracted,single chemical,Inverse associations between maternal or umbilical cord blood concentrations of perfluorooctanoic acid and perfluorooctanesulfonate and birth weight have been identified.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Concentrations of Perfluoroalkyl Substances and Fetal Markers of Metabolic Function and Birth Weight.,high,pending,
chem-1598,PFOA,not extracted,not extracted,single chemical,Inverse associations between maternal or umbilical cord blood concentrations of perfluorooctanoic acid and perfluorooctanesulfonate and birth weight have been identified.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Concentrations of Perfluoroalkyl Substances and Fetal Markers of Metabolic Function and Birth Weight.,high,pending,
chem-1599,PFOS,not extracted,not extracted,single chemical,"Linear regression modeling showed serum PFASs levels were significantly negatively associated with three pulmonary function measurements (forced vital capacity: FVC; forced expiratory volume in 1s: FEV; forced expiratory flow 25-75%: FEF) among children with asthma, the adjusted coefficients between lung function and PFASs exposure ranged from -0.055 (95%CI: -0.100 to -0.010) for FVC and perfluorooctane sulfonate (PFOS) to -0.223 (95%CI: -0.400 to -0.045) for FEF and perfluorooctanoic acid (PFOA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association of perfluoroalkyl substances exposure with impaired lung function in children.,high,pending,
chem-1600,PFOA,not extracted,not extracted,single chemical,"Linear regression modeling showed serum PFASs levels were significantly negatively associated with three pulmonary function measurements (forced vital capacity: FVC; forced expiratory volume in 1s: FEV; forced expiratory flow 25-75%: FEF) among children with asthma, the adjusted coefficients between lung function and PFASs exposure ranged from -0.055 (95%CI: -0.100 to -0.010) for FVC and perfluorooctane sulfonate (PFOS) to -0.223 (95%CI: -0.400 to -0.045) for FEF and perfluorooctanoic acid (PFOA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association of perfluoroalkyl substances exposure with impaired lung function in children.,high,pending,
chem-1601,lead,not extracted,not extracted,metal,"In addition, with each additional IQR (Interquartile Range) increase of Ni, Zn and Pb concentrations in PM, the values of OR were 1.826 (95% CI: 1.031-3.233), 1.568 (95% CI: 1.015-2.423) and 1.682 (95% CI: 1.010-2.800), respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",A Case-Crossover Study between Fine Particulate Matter Elemental Composition and Emergency Admission with Cardiovascular Disease.,high,pending,
chem-1602,PFOA,not extracted,not extracted,single chemical,"In a cohort of Faroese children whose mothers were recruited during pregnancy, serum concentrations of five PFASs - Perfluorohexane sulfonic acid (PFHxS), perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorodecanoic acid (PFDA) - were measured at three timepoints (maternal serum in pregnancy week 34-36 and child serum at ages 5 and 13 years) and their association with immunoglobulin E (IgE) (cord blood and at age 7 years) and asthma/allergic diseases (questionnaires at ages 5 and 13 years and skin prick test at age 13 years) was determined.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between perfluoroalkyl substance exposure and asthma and allergic disease in children as modified by MMR vaccination.,high,pending,
chem-1603,PFHxS,not extracted,not extracted,single chemical,"In a cohort of Faroese children whose mothers were recruited during pregnancy, serum concentrations of five PFASs - Perfluorohexane sulfonic acid (PFHxS), perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorodecanoic acid (PFDA) - were measured at three timepoints (maternal serum in pregnancy week 34-36 and child serum at ages 5 and 13 years) and their association with immunoglobulin E (IgE) (cord blood and at age 7 years) and asthma/allergic diseases (questionnaires at ages 5 and 13 years and skin prick test at age 13 years) was determined.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between perfluoroalkyl substance exposure and asthma and allergic disease in children as modified by MMR vaccination.,high,pending,
chem-1604,PFOS,not extracted,not extracted,single chemical,"In a cohort of Faroese children whose mothers were recruited during pregnancy, serum concentrations of five PFASs - Perfluorohexane sulfonic acid (PFHxS), perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorodecanoic acid (PFDA) - were measured at three timepoints (maternal serum in pregnancy week 34-36 and child serum at ages 5 and 13 years) and their association with immunoglobulin E (IgE) (cord blood and at age 7 years) and asthma/allergic diseases (questionnaires at ages 5 and 13 years and skin prick test at age 13 years) was determined.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association between perfluoroalkyl substance exposure and asthma and allergic disease in children as modified by MMR vaccination.,high,pending,
chem-1605,PFAS,not extracted,not extracted,chemical class,TITLE: Novel Chlorinated Polyfluorinated Ether Sulfonates and Legacy Per-/Polyfluoroalkyl Substances: Placental Transfer and Relationship with Serum Albumin and Glomerular Filtration Rate Per- and polyfluoroalkyl substances (PFASs) may cross the placental barrier and lead to fetal exposure.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Novel Chlorinated Polyfluorinated Ether Sulfonates and Legacy Per-/Polyfluoroalkyl Substances: Placental Transfer and Relationship with Serum Albumin and Glomerular Filtration Rate.,medium,pending,
chem-1606,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,The amounts of polycyclic aromatic hydrocarbons (PAHs) were higher in PM2.5 than in CPM.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Differences in allergic inflammatory responses in murine lungs: comparison of PM2.5 and coarse PM collected during the hazy events in a Chinese city.,high,pending,
chem-1607,PFOS,not extracted,not extracted,single chemical,"We chose studies if they dealt with thyroid-stimulating hormone (TSH), triiodothyronine (T3), thyroxin (T4), or thyroid dysfunctions, and perfluorohexane sulfonate (PFHxS), perfluorooctanoic acid (PFOA), perfluorooctane sulfonate (PFOS) or perfluorononanoic acid (PFNA) measured in the blood of pregnant women and/or children up to 19years old..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to perfluoroalkyl substances and thyroid function in pregnant women and children: A systematic review of epidemiologic studies.,high,pending,
chem-1608,PFHxS,not extracted,not extracted,single chemical,"We chose studies if they dealt with thyroid-stimulating hormone (TSH), triiodothyronine (T3), thyroxin (T4), or thyroid dysfunctions, and perfluorohexane sulfonate (PFHxS), perfluorooctanoic acid (PFOA), perfluorooctane sulfonate (PFOS) or perfluorononanoic acid (PFNA) measured in the blood of pregnant women and/or children up to 19years old..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to perfluoroalkyl substances and thyroid function in pregnant women and children: A systematic review of epidemiologic studies.,high,pending,
